# sample: 7_ITO
# blocks: 30 (Section_Sweep triplets left-to-right)
A_s1,A_s1,A_s1,A_s2,A_s2,A_s2,A_s3,A_s3,A_s3,B_s1,B_s1,B_s1,B_s2,B_s2,B_s2,B_s3,B_s3,B_s3,D_s1,D_s1,D_s1,D_s2,D_s2,D_s2,D_s3,D_s3,D_s3,E_s1,E_s1,E_s1,E_s2,E_s2,E_s2,E_s3,E_s3,E_s3,F_s1,F_s1,F_s1,F_s2,F_s2,F_s2,F_s3,F_s3,F_s3,G_s1,G_s1,G_s1,G_s2,G_s2,G_s2,G_s3,G_s3,G_s3,H_s1,H_s1,H_s1,H_s2,H_s2,H_s2,H_s3,H_s3,H_s3,I_s1,I_s1,I_s1,I_s2,I_s2,I_s2,I_s3,I_s3,I_s3,K_s1,K_s1,K_s1,K_s2,K_s2,K_s2,K_s3,K_s3,K_s3,L_s1,L_s1,L_s1,L_s2,L_s2,L_s2,L_s3,L_s3,L_s3
,,,2.4,0.0003823,1757000000,4.8,0.0008533,1757000000,,,,2.4,0.0001699,1757000000,4.8,0.0003557,1757000000,,,,2.4,0.0005402,1757000000,4.8,0.001088,1757000000,,,,2.4,0.0001658,1757000000,4.8,0.0003404,1757000000,,,,2.4,0.0002023,1757000000,4.8,0.0004057,1757000000,,,,2.4,0.0006231,1757000000,4.8,0.001245,1757000000,,,,2.4,0.0002181,1757000000,4.8,0.0004215,1757000000,,,,2.4,0.0002533,1757000000,4.8,0.0005065,1757000000,,,,2.4,0.0006056,1757000000,4.8,0.001215,1757000000,,,,2.4,0.0001253,1757000000,4.8,0.0002878,1757000000
,,,2.5,0.0004007,1757000000,5,0.0008921,1757000000,,,,2.5,0.0001774,1757000000,5,0.0003699,1757000000,,,,2.5,0.0005602,1757000000,5,0.001132,1757000000,,,,2.5,0.0001724,1757000000,5,0.0003545,1757000000,,,,2.5,0.0002108,1757000000,5,0.0004225,1757000000,,,,2.5,0.0006491,1757000000,5,0.001297,1757000000,,,,2.5,0.0002273,1757000000,5,0.0004314,1757000000,,,,2.5,0.0002639,1757000000,5,0.0005276,1757000000,,,,2.5,0.0006309,1757000000,5,0.001266,1757000000,,,,2.5,0.0001326,1757000000,5,0.0003015,1757000000
,,,2.6,0.0004235,1757000000,4.8,0.0008545,1757000000,,,,2.6,0.000185,1757000000,4.8,0.00035,1757000000,,,,2.6,0.0005822,1757000000,4.8,0.001087,1757000000,,,,2.6,0.0001794,1757000000,4.8,0.0003395,1757000000,,,,2.6,0.0002193,1757000000,4.8,0.0004056,1757000000,,,,2.6,0.000675,1757000000,4.8,0.001245,1757000000,,,,2.6,0.0002352,1757000000,4.8,0.0004107,1757000000,,,,2.6,0.0002743,1757000000,4.8,0.0005065,1757000000,,,,2.6,0.000656,1757000000,4.8,0.001215,1757000000,,,,2.6,0.0001395,1757000000,4.8,0.0002894,1757000000
,,,2.7,0.0004477,1757000000,4.6,0.0008181,1757000000,,,,2.7,0.0001925,1757000000,4.6,0.000331,1757000000,,,,2.7,0.0006054,1757000000,4.6,0.001042,1757000000,,,,2.7,0.0001865,1757000000,4.6,0.0003245,1757000000,,,,2.7,0.0002278,1757000000,4.6,0.0003885,1757000000,,,,2.7,0.0007009,1757000000,4.6,0.001194,1757000000,,,,2.7,0.0002432,1757000000,4.6,0.0003936,1757000000,,,,2.7,0.0002849,1757000000,4.6,0.0004854,1757000000,,,,2.7,0.0006815,1757000000,4.6,0.001165,1757000000,,,,2.7,0.0001461,1757000000,4.6,0.000276,1757000000
,,,2.8,0.0004694,1757000000,4.4,0.0007793,1757000000,,,,2.8,0.0001999,1757000000,4.4,0.0003125,1757000000,,,,2.8,0.0006283,1757000000,4.4,0.0009959,1757000000,,,,2.8,0.0001927,1757000000,4.4,0.0003096,1757000000,,,,2.8,0.0002361,1757000000,4.4,0.0003719,1757000000,,,,2.8,0.000727,1757000000,4.4,0.001142,1757000000,,,,2.8,0.0002524,1757000000,4.4,0.0003764,1757000000,,,,2.8,0.0002955,1757000000,4.4,0.0004643,1757000000,,,,2.8,0.0007069,1757000000,4.4,0.001114,1757000000,,,,2.8,0.0001528,1757000000,4.4,0.0002633,1757000000
,,,2.9,0.0004921,1757000000,4.2,0.0007429,1757000000,,,,2.9,0.0002075,1757000000,4.2,0.0002946,1757000000,,,,2.9,0.0006507,1757000000,4.2,0.0009511,1757000000,,,,2.9,0.0001994,1757000000,4.2,0.000295,1757000000,,,,2.9,0.0002448,1757000000,4.2,0.000355,1757000000,,,,2.9,0.0007529,1757000000,4.2,0.00109,1757000000,,,,2.9,0.000261,1757000000,4.2,0.0003594,1757000000,,,,2.9,0.0003061,1757000000,4.2,0.0004432,1757000000,,,,2.9,0.0007322,1757000000,4.2,0.001063,1757000000,,,,2.9,0.0001601,1757000000,4.2,0.0002501,1757000000
,,,3,0.0005138,1757000000,4,0.0007032,1757000000,,,,3,0.0002148,1757000000,4,0.0002773,1757000000,,,,3,0.0006743,1757000000,4,0.0009065,1757000000,,,,3,0.0002063,1757000000,4,0.0002802,1757000000,,,,3,0.0002532,1757000000,4,0.0003381,1757000000,,,,3,0.0007788,1757000000,4,0.001038,1757000000,,,,3,0.0002689,1757000000,4,0.0003435,1757000000,,,,3,0.0003166,1757000000,4,0.0004221,1757000000,,,,3,0.0007579,1757000000,4,0.001012,1757000000,,,,3,0.0001669,1757000000,4,0.0002368,1757000000
,,,2.9,0.0005,1757000000,3.8,0.0006676,1757000000,,,,2.9,0.0002059,1757000000,3.8,0.0002603,1757000000,,,,2.9,0.0006495,1757000000,3.8,0.0008613,1757000000,,,,2.9,0.0001991,1757000000,3.8,0.0002656,1757000000,,,,2.9,0.0002448,1757000000,3.8,0.000321,1757000000,,,,2.9,0.0007529,1757000000,3.8,0.0009862,1757000000,,,,2.9,0.0002587,1757000000,3.8,0.0003262,1757000000,,,,2.9,0.000306,1757000000,3.8,0.0004009,1757000000,,,,2.9,0.0007325,1757000000,3.8,0.0009617,1757000000,,,,2.9,0.0001613,1757000000,3.8,0.0002236,1757000000
,,,2.8,0.0004804,1757000000,3.6,0.0006286,1757000000,,,,2.8,0.0001972,1757000000,3.6,0.0002435,1757000000,,,,2.8,0.0006269,1757000000,3.6,0.000815,1757000000,,,,2.8,0.0001918,1757000000,3.6,0.000251,1757000000,,,,2.8,0.0002362,1757000000,3.6,0.0003041,1757000000,,,,2.8,0.0007269,1757000000,3.6,0.0009344,1757000000,,,,2.8,0.0002499,1757000000,3.6,0.0003098,1757000000,,,,2.8,0.0002955,1757000000,3.6,0.0003799,1757000000,,,,2.8,0.0007071,1757000000,3.6,0.0009105,1757000000,,,,2.8,0.0001557,1757000000,3.6,0.0002104,1757000000
,,,2.7,0.0004639,1757000000,3.4,0.0005915,1757000000,,,,2.7,0.0001887,1757000000,3.4,0.000227,1757000000,,,,2.7,0.0006038,1757000000,3.4,0.0007697,1757000000,,,,2.7,0.0001846,1757000000,3.4,0.0002366,1757000000,,,,2.7,0.0002278,1757000000,3.4,0.000287,1757000000,,,,2.7,0.000701,1757000000,3.4,0.0008825,1757000000,,,,2.7,0.0002407,1757000000,3.4,0.000295,1757000000,,,,2.7,0.0002849,1757000000,3.4,0.0003588,1757000000,,,,2.7,0.0006817,1757000000,3.4,0.0008601,1757000000,,,,2.7,0.0001491,1757000000,3.4,0.0001981,1757000000
,,,2.6,0.0004465,1757000000,3.2,0.0005518,1757000000,,,,2.6,0.0001803,1757000000,3.2,0.0002107,1757000000,,,,2.6,0.0005791,1757000000,3.2,0.000726,1757000000,,,,2.6,0.0001775,1757000000,3.2,0.0002223,1757000000,,,,2.6,0.0002194,1757000000,3.2,0.0002702,1757000000,,,,2.6,0.0006751,1757000000,3.2,0.0008305,1757000000,,,,2.6,0.000232,1757000000,3.2,0.0002767,1757000000,,,,2.6,0.0002744,1757000000,3.2,0.0003376,1757000000,,,,2.6,0.0006565,1757000000,3.2,0.0008091,1757000000,,,,2.6,0.000143,1757000000,3.2,0.0001851,1757000000
,,,2.5,0.0004306,1757000000,3,0.0005137,1757000000,,,,2.5,0.0001721,1757000000,3,0.0001946,1757000000,,,,2.5,0.0005552,1757000000,3,0.0006796,1757000000,,,,2.5,0.0001704,1757000000,3,0.0002078,1757000000,,,,2.5,0.0002109,1757000000,3,0.0002533,1757000000,,,,2.5,0.000649,1757000000,3,0.0007787,1757000000,,,,2.5,0.000223,1757000000,3,0.000261,1757000000,,,,2.5,0.0002638,1757000000,3,0.0003166,1757000000,,,,2.5,0.0006312,1757000000,3,0.0007586,1757000000,,,,2.5,0.0001371,1757000000,3,0.0001717,1757000000
,,,2.4,0.0004126,1757000000,2.8,0.0004771,1757000000,,,,2.4,0.0001639,1757000000,2.8,0.0001788,1757000000,,,,2.4,0.0005294,1757000000,2.8,0.000635,1757000000,,,,2.4,0.0001637,1757000000,2.8,0.0001938,1757000000,,,,2.4,0.0002026,1757000000,2.8,0.0002365,1757000000,,,,2.4,0.0006231,1757000000,2.8,0.0007268,1757000000,,,,2.4,0.000214,1757000000,2.8,0.0002436,1757000000,,,,2.4,0.0002533,1757000000,2.8,0.0002954,1757000000,,,,2.4,0.0006058,1757000000,2.8,0.0007084,1757000000,,,,2.4,0.0001303,1757000000,2.8,0.0001591,1757000000
,,,2.3,0.0003944,1757000000,2.6,0.0004399,1757000000,,,,2.3,0.0001559,1757000000,2.6,0.0001632,1757000000,,,,2.3,0.0005072,1757000000,2.6,0.000588,1757000000,,,,2.3,0.0001569,1757000000,2.6,0.0001797,1757000000,,,,2.3,0.000194,1757000000,2.6,0.0002196,1757000000,,,,2.3,0.0005973,1757000000,2.6,0.000675,1757000000,,,,2.3,0.0002044,1757000000,2.6,0.0002261,1757000000,,,,2.3,0.0002428,1757000000,2.6,0.0002744,1757000000,,,,2.3,0.0005808,1757000000,2.6,0.0006575,1757000000,,,,2.3,0.0001243,1757000000,2.6,0.0001467,1757000000
,,,2.2,0.0003758,1757000000,2.4,0.000403,1757000000,,,,2.2,0.0001477,1757000000,2.4,0.000148,1757000000,,,,2.2,0.0004849,1757000000,2.4,0.0005415,1757000000,,,,2.2,0.0001499,1757000000,2.4,0.0001657,1757000000,,,,2.2,0.0001857,1757000000,2.4,0.0002026,1757000000,,,,2.2,0.0005712,1757000000,2.4,0.000623,1757000000,,,,2.2,0.0001962,1757000000,2.4,0.0002086,1757000000,,,,2.2,0.0002322,1757000000,2.4,0.0002533,1757000000,,,,2.2,0.0005554,1757000000,2.4,0.0006068,1757000000,,,,2.2,0.0001183,1757000000,2.4,0.0001338,1757000000
,,,2.1,0.0003583,1757000000,2.2,0.000369,1757000000,,,,2.1,0.00014,1757000000,2.2,0.0001329,1757000000,,,,2.1,0.0004666,1757000000,2.2,0.0004977,1757000000,,,,2.1,0.000143,1757000000,2.2,0.0001517,1757000000,,,,2.1,0.0001772,1757000000,2.2,0.0001857,1757000000,,,,2.1,0.0005453,1757000000,2.2,0.0005712,1757000000,,,,2.1,0.000187,1757000000,2.2,0.0001911,1757000000,,,,2.1,0.0002216,1757000000,2.2,0.0002322,1757000000,,,,2.1,0.0005302,1757000000,2.2,0.0005563,1757000000,,,,2.1,0.0001115,1757000000,2.2,0.0001217,1757000000
,,,2,0.0003395,1757000000,2,0.0003323,1757000000,,,,2,0.000132,1757000000,2,0.000118,1757000000,,,,2,0.0004447,1757000000,2,0.0004507,1757000000,,,,2,0.0001362,1757000000,2,0.0001376,1757000000,,,,2,0.0001687,1757000000,2,0.0001687,1757000000,,,,2,0.0005189,1757000000,2,0.0005188,1757000000,,,,2,0.0001772,1757000000,2,0.0001729,1757000000,,,,2,0.0002109,1757000000,2,0.0002109,1757000000,,,,2,0.0005043,1757000000,2,0.0005051,1757000000,,,,2,0.0001058,1757000000,2,0.0001089,1757000000
,,,1.9,0.0003249,1757000000,1.8,0.000297,1757000000,,,,1.9,0.0001243,1757000000,1.8,0.0001035,1757000000,,,,1.9,0.0004216,1757000000,1.8,0.0004067,1757000000,,,,1.9,0.0001293,1757000000,1.8,0.0001238,1757000000,,,,1.9,0.0001603,1757000000,1.8,0.0001518,1757000000,,,,1.9,0.0004929,1757000000,1.8,0.0004669,1757000000,,,,1.9,0.0001685,1757000000,1.8,0.0001559,1757000000,,,,1.9,0.0002003,1757000000,1.8,0.0001898,1757000000,,,,1.9,0.0004792,1757000000,1.8,0.0004545,1757000000,,,,1.9,0.0001002,1757000000,1.8,9.687e-05,1757000000
,,,1.8,0.0003059,1757000000,1.6,0.0002605,1757000000,,,,1.8,0.0001167,1757000000,1.6,8.948e-05,1757000000,,,,1.8,0.0003997,1757000000,1.6,0.0003617,1757000000,,,,1.8,0.0001227,1757000000,1.6,0.0001099,1757000000,,,,1.8,0.0001518,1757000000,1.6,0.000135,1757000000,,,,1.8,0.000467,1757000000,1.6,0.0004151,1757000000,,,,1.8,0.0001594,1757000000,1.6,0.0001383,1757000000,,,,1.8,0.0001898,1757000000,1.6,0.0001688,1757000000,,,,1.8,0.0004538,1757000000,1.6,0.0004042,1757000000,,,,1.8,9.395e-05,1757000000,1.6,8.527e-05,1757000000
,,,1.7,0.0002884,1757000000,1.4,0.000226,1757000000,,,,1.7,0.0001091,1757000000,1.4,7.583e-05,1757000000,,,,1.7,0.0003792,1757000000,1.4,0.0003152,1757000000,,,,1.7,0.0001159,1757000000,1.4,9.625e-05,1757000000,,,,1.7,0.0001432,1757000000,1.4,0.000118,1757000000,,,,1.7,0.0004411,1757000000,1.4,0.0003632,1757000000,,,,1.7,0.00015,1757000000,1.4,0.0001211,1757000000,,,,1.7,0.0001792,1757000000,1.4,0.0001476,1757000000,,,,1.7,0.0004286,1757000000,1.4,0.0003534,1757000000,,,,1.7,8.802e-05,1757000000,1.4,7.385e-05,1757000000
,,,1.6,0.0002716,1757000000,1.2,0.0001914,1757000000,,,,1.6,0.0001017,1757000000,1.2,6.264e-05,1757000000,,,,1.6,0.0003561,1757000000,1.2,0.00027,1757000000,,,,1.6,0.0001091,1757000000,1.2,8.25e-05,1757000000,,,,1.6,0.0001348,1757000000,1.2,0.0001011,1757000000,,,,1.6,0.0004151,1757000000,1.2,0.0003113,1757000000,,,,1.6,0.0001407,1757000000,1.2,0.0001034,1757000000,,,,1.6,0.0001687,1757000000,1.2,0.0001266,1757000000,,,,1.6,0.0004033,1757000000,1.2,0.000303,1757000000,,,,1.6,8.198e-05,1757000000,1.2,6.247e-05,1757000000
,,,1.5,0.0002525,1757000000,1,0.0001569,1757000000,,,,1.5,9.43e-05,1757000000,1,5.006e-05,1757000000,,,,1.5,0.0003347,1757000000,1,0.0002249,1757000000,,,,1.5,0.0001023,1757000000,1,6.883e-05,1757000000,,,,1.5,0.0001264,1757000000,1,8.424e-05,1757000000,,,,1.5,0.0003892,1757000000,1,0.0002595,1757000000,,,,1.5,0.0001316,1757000000,1,8.615e-05,1757000000,,,,1.5,0.0001582,1757000000,1,0.0001055,1757000000,,,,1.5,0.0003782,1757000000,1,0.0002524,1757000000,,,,1.5,7.604e-05,1757000000,1,5.163e-05,1757000000
,,,1.4,0.0002346,1757000000,0.8,0.0001216,1757000000,,,,1.4,8.698e-05,1757000000,0.8,3.817e-05,1757000000,,,,1.4,0.0003102,1757000000,0.8,0.0001801,1757000000,,,,1.4,9.567e-05,1757000000,0.8,5.516e-05,1757000000,,,,1.4,0.000118,1757000000,0.8,6.74e-05,1757000000,,,,1.4,0.0003632,1757000000,0.8,0.0002076,1757000000,,,,1.4,0.0001228,1757000000,0.8,6.852e-05,1757000000,,,,1.4,0.0001476,1757000000,0.8,8.438e-05,1757000000,,,,1.4,0.000353,1757000000,0.8,0.000202,1757000000,,,,1.4,7.072e-05,1757000000,0.8,4.028e-05,1757000000
,,,1.3,0.0002182,1757000000,0.6,8.881e-05,1757000000,,,,1.3,7.977e-05,1757000000,0.6,2.705e-05,1757000000,,,,1.3,0.0002883,1757000000,0.6,0.0001353,1757000000,,,,1.3,8.902e-05,1757000000,0.6,4.141e-05,1757000000,,,,1.3,0.0001095,1757000000,0.6,5.056e-05,1757000000,,,,1.3,0.0003373,1757000000,0.6,0.0001557,1757000000,,,,1.3,0.0001139,1757000000,0.6,5.119e-05,1757000000,,,,1.3,0.0001371,1757000000,0.6,6.33e-05,1757000000,,,,1.3,0.0003278,1757000000,0.6,0.0001516,1757000000,,,,1.3,6.494e-05,1757000000,0.6,2.998e-05,1757000000
,,,1.2,0.0002017,1757000000,0.4,5.743e-05,1757000000,,,,1.2,7.269e-05,1757000000,0.4,1.707e-05,1757000000,,,,1.2,0.0002655,1757000000,0.4,9.007e-05,1757000000,,,,1.2,8.222e-05,1757000000,0.4,2.77e-05,1757000000,,,,1.2,0.000101,1757000000,0.4,3.371e-05,1757000000,,,,1.2,0.0003114,1757000000,0.4,0.0001038,1757000000,,,,1.2,0.0001048,1757000000,0.4,3.401e-05,1757000000,,,,1.2,0.0001266,1757000000,0.4,4.22e-05,1757000000,,,,1.2,0.0003025,1757000000,0.4,0.000101,1757000000,,,,1.2,5.928e-05,1757000000,0.4,1.957e-05,1757000000
,,,1.1,0.0001847,1757000000,0.2,2.782e-05,1757000000,,,,1.1,6.568e-05,1757000000,0.2,8.226e-06,1757000000,,,,1.1,0.0002432,1757000000,0.2,4.497e-05,1757000000,,,,1.1,7.541e-05,1757000000,0.2,1.389e-05,1757000000,,,,1.1,9.261e-05,1757000000,0.2,1.686e-05,1757000000,,,,1.1,0.0002854,1757000000,0.2,5.192e-05,1757000000,,,,1.1,9.582e-05,1757000000,0.2,1.695e-05,1757000000,,,,1.1,0.000116,1757000000,0.2,2.11e-05,1757000000,,,,1.1,0.0002773,1757000000,0.2,5.05e-05,1757000000,,,,1.1,5.366e-05,1757000000,0.2,9.59e-06,1757000000
,,,1,0.0001677,1757000000,-0,2.321e-08,1757000000,,,,1,5.879e-05,1757000000,-0,9.425e-09,1757000000,,,,1,0.0002212,1757000000,-0,3.841e-08,1757000000,,,,1,6.852e-05,1757000000,-0,1.194e-08,1757000000,,,,1,8.418e-05,1757000000,-0,1.395e-08,1757000000,,,,1,0.0002594,1757000000,-0,4.202e-08,1757000000,,,,1,8.695e-05,1757000000,-0,1.332e-08,1757000000,,,,1,0.0001055,1757000000,-0,1.714e-08,1757000000,,,,1,0.000252,1757000000,-0,4.273e-08,1757000000,,,,1,4.851e-05,1757000000,-0,7.768e-09,1757000000
,,,0.9,0.0001499,1757000000,-0.2,-2.436e-05,1757000000,,,,0.9,5.21e-05,1757000000,-0.2,-8.362e-06,1757000000,,,,0.9,0.0001993,1757000000,-0.2,-4.509e-05,1757000000,,,,0.9,6.174e-05,1757000000,-0.2,-1.397e-05,1757000000,,,,0.9,7.573e-05,1757000000,-0.2,-1.683e-05,1757000000,,,,0.9,0.0002335,1757000000,-0.2,-5.187e-05,1757000000,,,,0.9,7.83e-05,1757000000,-0.2,-1.727e-05,1757000000,,,,0.9,9.492e-05,1757000000,-0.2,-2.109e-05,1757000000,,,,0.9,0.0002268,1757000000,-0.2,-5.045e-05,1757000000,,,,0.9,4.298e-05,1757000000,-0.2,-9.523e-06,1757000000
,,,0.8,0.0001318,1757000000,-0.4,-4.634e-05,1757000000,,,,0.8,4.561e-05,1757000000,-0.4,-1.803e-05,1757000000,,,,0.8,0.0001763,1757000000,-0.4,-9.016e-05,1757000000,,,,0.8,5.496e-05,1757000000,-0.4,-2.803e-05,1757000000,,,,0.8,6.736e-05,1757000000,-0.4,-3.367e-05,1757000000,,,,0.8,0.0002076,1757000000,-0.4,-0.0001037,1757000000,,,,0.8,6.959e-05,1757000000,-0.4,-3.499e-05,1757000000,,,,0.8,8.437e-05,1757000000,-0.4,-4.217e-05,1757000000,,,,0.8,0.0002017,1757000000,-0.4,-0.0001008,1757000000,,,,0.8,3.743e-05,1757000000,-0.4,-1.911e-05,1757000000
,,,0.7,0.0001142,1757000000,-0.6,-6.412e-05,1757000000,,,,0.7,3.918e-05,1757000000,-0.6,-2.873e-05,1757000000,,,,0.7,0.0001535,1757000000,-0.6,-0.0001351,1757000000,,,,0.7,4.808e-05,1757000000,-0.6,-4.218e-05,1757000000,,,,0.7,5.891e-05,1757000000,-0.6,-5.051e-05,1757000000,,,,0.7,0.0001816,1757000000,-0.6,-0.0001556,1757000000,,,,0.7,6.057e-05,1757000000,-0.6,-5.293e-05,1757000000,,,,0.7,7.384e-05,1757000000,-0.6,-6.325e-05,1757000000,,,,0.7,0.0001764,1757000000,-0.6,-0.0001513,1757000000,,,,0.7,3.224e-05,1757000000,-0.6,-2.881e-05,1757000000
,,,0.6,9.821e-05,1757000000,-0.8,-8.358e-05,1757000000,,,,0.6,3.307e-05,1757000000,-0.8,-4.067e-05,1757000000,,,,0.6,0.0001311,1757000000,-0.8,-0.0001805,1757000000,,,,0.6,4.137e-05,1757000000,-0.8,-5.643e-05,1757000000,,,,0.6,5.047e-05,1757000000,-0.8,-6.734e-05,1757000000,,,,0.6,0.0001557,1757000000,-0.8,-0.0002075,1757000000,,,,0.6,5.174e-05,1757000000,-0.8,-7.142e-05,1757000000,,,,0.6,6.329e-05,1757000000,-0.8,-8.434e-05,1757000000,,,,0.6,0.0001513,1757000000,-0.8,-0.0002016,1757000000,,,,0.6,2.754e-05,1757000000,-0.8,-3.878e-05,1757000000
,,,0.5,8.149e-05,1757000000,-1,-0.0001012,1757000000,,,,0.5,2.704e-05,1757000000,-1,-5.394e-05,1757000000,,,,0.5,0.0001092,1757000000,-1,-0.0002251,1757000000,,,,0.5,3.456e-05,1757000000,-1,-7.076e-05,1757000000,,,,0.5,4.209e-05,1757000000,-1,-8.417e-05,1757000000,,,,0.5,0.0001297,1757000000,-1,-0.0002593,1757000000,,,,0.5,4.302e-05,1757000000,-1,-9.005e-05,1757000000,,,,0.5,5.276e-05,1757000000,-1,-0.0001054,1757000000,,,,0.5,0.000126,1757000000,-1,-0.000252,1757000000,,,,0.5,2.269e-05,1757000000,-1,-4.842e-05,1757000000
,,,0.4,6.472e-05,1757000000,-1.2,-0.0001204,1757000000,,,,0.4,2.128e-05,1757000000,-1.2,-6.808e-05,1757000000,,,,0.4,8.741e-05,1757000000,-1.2,-0.0002702,1757000000,,,,0.4,2.776e-05,1757000000,-1.2,-8.52e-05,1757000000,,,,0.4,3.368e-05,1757000000,-1.2,-0.0001009,1757000000,,,,0.4,0.0001038,1757000000,-1.2,-0.0003112,1757000000,,,,0.4,3.441e-05,1757000000,-1.2,-0.000109,1757000000,,,,0.4,4.221e-05,1757000000,-1.2,-0.0001265,1757000000,,,,0.4,0.0001008,1757000000,-1.2,-0.0003023,1757000000,,,,0.4,1.774e-05,1757000000,-1.2,-5.859e-05,1757000000
,,,0.3,4.843e-05,1757000000,-1.4,-0.0001507,1757000000,,,,0.3,1.574e-05,1757000000,-1.4,-8.283e-05,1757000000,,,,0.3,6.527e-05,1757000000,-1.4,-0.0003138,1757000000,,,,0.3,2.086e-05,1757000000,-1.4,-9.961e-05,1757000000,,,,0.3,2.525e-05,1757000000,-1.4,-0.0001177,1757000000,,,,0.3,7.787e-05,1757000000,-1.4,-0.0003631,1757000000,,,,0.3,2.574e-05,1757000000,-1.4,-0.0001281,1757000000,,,,0.3,3.166e-05,1757000000,-1.4,-0.0001476,1757000000,,,,0.3,7.566e-05,1757000000,-1.4,-0.0003526,1757000000,,,,0.3,1.308e-05,1757000000,-1.4,-6.836e-05,1757000000
,,,0.2,3.237e-05,1757000000,-1.6,-0.0001837,1757000000,,,,0.2,1.036e-05,1757000000,-1.6,-9.834e-05,1757000000,,,,0.2,4.367e-05,1757000000,-1.6,-0.0003579,1757000000,,,,0.2,1.392e-05,1757000000,-1.6,-0.0001144,1757000000,,,,0.2,1.683e-05,1757000000,-1.6,-0.0001346,1757000000,,,,0.2,5.192e-05,1757000000,-1.6,-0.0004149,1757000000,,,,0.2,1.724e-05,1757000000,-1.6,-0.0001479,1757000000,,,,0.2,2.111e-05,1757000000,-1.6,-0.0001687,1757000000,,,,0.2,5.045e-05,1757000000,-1.6,-0.0004029,1757000000,,,,0.2,8.585e-06,1757000000,-1.6,-7.797e-05,1757000000
,,,0.1,1.612e-05,1757000000,-1.8,-0.0002035,1757000000,,,,0.1,5.136e-06,1757000000,-1.8,-0.0001148,1757000000,,,,0.1,2.174e-05,1757000000,-1.8,-0.0004036,1757000000,,,,0.1,7e-06,1757000000,-1.8,-0.0001288,1757000000,,,,0.1,8.427e-06,1757000000,-1.8,-0.0001514,1757000000,,,,0.1,2.598e-05,1757000000,-1.8,-0.0004667,1757000000,,,,0.1,8.608e-06,1757000000,-1.8,-0.0001675,1757000000,,,,0.1,1.056e-05,1757000000,-1.8,-0.0001897,1757000000,,,,0.1,2.524e-05,1757000000,-1.8,-0.0004534,1757000000,,,,0.1,4.252e-06,1757000000,-1.8,-8.615e-05,1757000000
,,,-0,2.827e-08,1757000000,-2,-0.0002356,1757000000,,,,-0,1.05e-08,1757000000,-2,-0.0001305,1757000000,,,,-0,3.723e-08,1757000000,-2,-0.0004496,1757000000,,,,-0,1.199e-08,1757000000,-2,-0.0001436,1757000000,,,,-0,1.388e-08,1757000000,-2,-0.0001681,1757000000,,,,-0,4.171e-08,1757000000,-2,-0.0005186,1757000000,,,,-0,1.359e-08,1757000000,-2,-0.0001873,1757000000,,,,-0,1.727e-08,1757000000,-2,-0.0002108,1757000000,,,,-0,4.235e-08,1757000000,-2,-0.0005037,1757000000,,,,-0,6.744e-09,1757000000,-2,-9.531e-05,1757000000
,,,-0.1,-1.595e-05,1757000000,-2.2,-0.0002883,1757000000,,,,-0.1,-5.084e-06,1757000000,-2.2,-0.0001469,1757000000,,,,-0.1,-2.172e-05,1757000000,-2.2,-0.0004982,1757000000,,,,-0.1,-7.001e-06,1757000000,-2.2,-0.0001583,1757000000,,,,-0.1,-8.402e-06,1757000000,-2.2,-0.0001848,1757000000,,,,-0.1,-2.593e-05,1757000000,-2.2,-0.0005703,1757000000,,,,-0.1,-8.622e-06,1757000000,-2.2,-0.0002068,1757000000,,,,-0.1,-1.054e-05,1757000000,-2.2,-0.0002318,1757000000,,,,-0.1,-2.52e-05,1757000000,-2.2,-0.0005537,1757000000,,,,-0.1,-4.178e-06,1757000000,-2.2,-0.0001021,1757000000
,,,-0.2,-3.176e-05,1757000000,-2.4,-0.0003542,1757000000,,,,-0.2,-1.021e-05,1757000000,-2.4,-0.0001635,1757000000,,,,-0.2,-4.342e-05,1757000000,-2.4,-0.000542,1757000000,,,,-0.2,-1.403e-05,1757000000,-2.4,-0.0001731,1757000000,,,,-0.2,-1.678e-05,1757000000,-2.4,-0.0002016,1757000000,,,,-0.2,-5.187e-05,1757000000,-2.4,-0.0006222,1757000000,,,,-0.2,-1.729e-05,1757000000,-2.4,-0.000227,1757000000,,,,-0.2,-2.108e-05,1757000000,-2.4,-0.0002529,1757000000,,,,-0.2,-5.038e-05,1757000000,-2.4,-0.0006045,1757000000,,,,-0.2,-8.297e-06,1757000000,-2.4,-0.000108,1757000000
,,,-0.3,-4.651e-05,1757000000,-2.6,-0.0004107,1757000000,,,,-0.3,-1.553e-05,1757000000,-2.6,-0.0001808,1757000000,,,,-0.3,-6.507e-05,1757000000,-2.6,-0.0005856,1757000000,,,,-0.3,-2.113e-05,1757000000,-2.6,-0.0001879,1757000000,,,,-0.3,-2.52e-05,1757000000,-2.6,-0.0002185,1757000000,,,,-0.3,-7.781e-05,1757000000,-2.6,-0.000674,1757000000,,,,-0.3,-2.606e-05,1757000000,-2.6,-0.0002478,1757000000,,,,-0.3,-3.163e-05,1757000000,-2.6,-0.0002739,1757000000,,,,-0.3,-7.564e-05,1757000000,-2.6,-0.0006548,1757000000,,,,-0.3,-1.258e-05,1757000000,-2.6,-0.0001144,1757000000
