# sample: 7_ITO
# blocks: 30 (Section_Sweep triplets left-to-right)
A_s1,A_s1,A_s1,A_s2,A_s2,A_s2,A_s3,A_s3,A_s3,B_s1,B_s1,B_s1,B_s2,B_s2,B_s2,B_s3,B_s3,B_s3,D_s1,D_s1,D_s1,D_s2,D_s2,D_s2,D_s3,D_s3,D_s3,E_s1,E_s1,E_s1,E_s2,E_s2,E_s2,E_s3,E_s3,E_s3,F_s1,F_s1,F_s1,F_s2,F_s2,F_s2,F_s3,F_s3,F_s3,G_s1,G_s1,G_s1,G_s2,G_s2,G_s2,G_s3,G_s3,G_s3,H_s1,H_s1,H_s1,H_s2,H_s2,H_s2,H_s3,H_s3,H_s3,I_s1,I_s1,I_s1,I_s2,I_s2,I_s2,I_s3,I_s3,I_s3,K_s1,K_s1,K_s1,K_s2,K_s2,K_s2,K_s3,K_s3,K_s3,L_s1,L_s1,L_s1,L_s2,L_s2,L_s2,L_s3,L_s3,L_s3
,,,2.3,1.278e-05,1758000000,4.6,0.0004937,1758000000,,,,2.3,0.0001053,1758000000,4.6,0.0002103,1758000000,,,,2.3,0.0004247,1758000000,4.6,0.0008489,1758000000,,,,2.3,0.0001258,1758000000,4.6,0.0002514,1758000000,,,,2.3,0.0001508,1758000000,4.6,0.0002972,1758000000,,,,2.3,0.0003287,1758000000,4.6,0.0007601,1758000000,,,,2.3,0.0004122,1758000000,4.6,0.0008007,1758000000,,,,2.3,0.0001832,1758000000,4.6,0.0003663,1758000000,,,,2.3,0.0004992,1758000000,4.6,0.0009976,1758000000,,,,2.3,0.0001793,1758000000,4.6,0.0003585,1758000000
,,,2.4,1.467e-05,1758000000,4.8,0.0005144,1758000000,,,,2.4,0.0001099,1758000000,4.8,0.0002195,1758000000,,,,2.4,0.0004431,1758000000,4.8,0.0008858,1758000000,,,,2.4,0.0001313,1758000000,4.8,0.0002623,1758000000,,,,2.4,0.0001573,1758000000,4.8,0.0003093,1758000000,,,,2.4,0.0003443,1758000000,4.8,0.0008114,1758000000,,,,2.4,0.0004262,1758000000,4.8,0.0009509,1758000000,,,,2.4,0.000191,1758000000,4.8,0.0003821,1758000000,,,,2.4,0.0005208,1758000000,4.8,0.001041,1758000000,,,,2.4,0.000187,1758000000,4.8,0.0003741,1758000000
,,,2.5,1.561e-05,1758000000,5,0.0005291,1758000000,,,,2.5,0.0001145,1758000000,5,0.0002285,1758000000,,,,2.5,0.0004616,1758000000,5,0.0009226,1758000000,,,,2.5,0.0001367,1758000000,5,0.0002733,1758000000,,,,2.5,0.0001635,1758000000,5,0.0003214,1758000000,,,,2.5,0.0003596,1758000000,5,0.0008483,1758000000,,,,2.5,0.0004443,1758000000,5,0.0009929,1758000000,,,,2.5,0.0001989,1758000000,5,0.0003979,1758000000,,,,2.5,0.0005425,1758000000,5,0.001084,1758000000,,,,2.5,0.0001948,1758000000,5,0.0003897,1758000000
,,,2.6,1.723e-05,1758000000,4.8,0.0004999,1758000000,,,,2.6,0.000119,1758000000,4.8,0.0002193,1758000000,,,,2.6,0.0004801,1758000000,4.8,0.0008857,1758000000,,,,2.6,0.0001422,1758000000,4.8,0.0002623,1758000000,,,,2.6,0.0001697,1758000000,4.8,0.0003082,1758000000,,,,2.6,0.0003748,1758000000,4.8,0.0008065,1758000000,,,,2.6,0.0004539,1758000000,4.8,0.0009457,1758000000,,,,2.6,0.0002071,1758000000,4.8,0.0003815,1758000000,,,,2.6,0.0005641,1758000000,4.8,0.00104,1758000000,,,,2.6,0.0002027,1758000000,4.8,0.0003741,1758000000
,,,2.7,1.709e-05,1758000000,4.6,0.0004748,1758000000,,,,2.7,0.0001236,1758000000,4.6,0.0002103,1758000000,,,,2.7,0.0004984,1758000000,4.6,0.0008489,1758000000,,,,2.7,0.0001477,1758000000,4.6,0.0002514,1758000000,,,,2.7,0.0001761,1758000000,4.6,0.0002952,1758000000,,,,2.7,0.000388,1758000000,4.6,0.0007632,1758000000,,,,2.7,0.0004558,1758000000,4.6,0.000908,1758000000,,,,2.7,0.0002148,1758000000,4.6,0.0003651,1758000000,,,,2.7,0.0005857,1758000000,4.6,0.0009971,1758000000,,,,2.7,0.0002104,1758000000,4.6,0.0003585,1758000000
,,,2.8,1.859e-05,1758000000,4.4,0.0004542,1758000000,,,,2.8,0.0001281,1758000000,4.4,0.000201,1758000000,,,,2.8,0.0005169,1758000000,4.4,0.000812,1758000000,,,,2.8,0.0001531,1758000000,4.4,0.0002405,1758000000,,,,2.8,0.0001824,1758000000,4.4,0.0002821,1758000000,,,,2.8,0.0004036,1758000000,4.4,0.0007281,1758000000,,,,2.8,0.0004719,1758000000,4.4,0.000848,1758000000,,,,2.8,0.0002227,1758000000,4.4,0.0003493,1758000000,,,,2.8,0.0006073,1758000000,4.4,0.0009537,1758000000,,,,2.8,0.0002182,1758000000,4.4,0.0003429,1758000000
,,,2.9,1.97e-05,1758000000,4.2,0.0004327,1758000000,,,,2.9,0.0001327,1758000000,4.2,0.0001918,1758000000,,,,2.9,0.0005354,1758000000,4.2,0.0007751,1758000000,,,,2.9,0.0001586,1758000000,4.2,0.0002296,1758000000,,,,2.9,0.0001887,1758000000,4.2,0.0002692,1758000000,,,,2.9,0.0004158,1758000000,4.2,0.0006911,1758000000,,,,2.9,0.0004918,1758000000,4.2,0.0007727,1758000000,,,,2.9,0.0002307,1758000000,4.2,0.000333,1758000000,,,,2.9,0.0006289,1758000000,4.2,0.0009104,1758000000,,,,2.9,0.000226,1758000000,4.2,0.0003273,1758000000
,,,3,2.478e-05,1758000000,4,0.0004122,1758000000,,,,3,0.0001372,1758000000,4,0.0001828,1758000000,,,,3,0.0005538,1758000000,4,0.0007382,1758000000,,,,3,0.000164,1758000000,4,0.0002187,1758000000,,,,3,0.0001949,1758000000,4,0.0002565,1758000000,,,,3,0.0004341,1758000000,4,0.0006551,1758000000,,,,3,0.0005029,1758000000,4,0.0007051,1758000000,,,,3,0.0002388,1758000000,4,0.000317,1758000000,,,,3,0.0006505,1758000000,4,0.0008669,1758000000,,,,3,0.0002338,1758000000,4,0.0003117,1758000000
,,,2.9,2.09e-05,1758000000,3.8,0.0003904,1758000000,,,,2.9,0.0001327,1758000000,3.8,0.0001737,1758000000,,,,2.9,0.0005354,1758000000,3.8,0.0007013,1758000000,,,,2.9,0.0001586,1758000000,3.8,0.0002077,1758000000,,,,2.9,0.0001887,1758000000,3.8,0.0002437,1758000000,,,,2.9,0.0004161,1758000000,3.8,0.0006208,1758000000,,,,2.9,0.0004857,1758000000,3.8,0.000673,1758000000,,,,2.9,0.0002307,1758000000,3.8,0.0003008,1758000000,,,,2.9,0.0006291,1758000000,3.8,0.0008238,1758000000,,,,2.9,0.000226,1758000000,3.8,0.0002962,1758000000
,,,2.8,1.748e-05,1758000000,3.6,0.0003699,1758000000,,,,2.8,0.000128,1758000000,3.6,0.0001645,1758000000,,,,2.8,0.0005169,1758000000,3.6,0.0006644,1758000000,,,,2.8,0.0001531,1758000000,3.6,0.0001968,1758000000,,,,2.8,0.000182,1758000000,3.6,0.0002309,1758000000,,,,2.8,0.0003996,1758000000,3.6,0.0005866,1758000000,,,,2.8,0.0004733,1758000000,3.6,0.0006375,1758000000,,,,2.8,0.0002227,1758000000,3.6,0.0002847,1758000000,,,,2.8,0.0006072,1758000000,3.6,0.0007805,1758000000,,,,2.8,0.0002182,1758000000,3.6,0.0002806,1758000000
,,,2.7,1.412e-05,1758000000,3.4,0.0003486,1758000000,,,,2.7,0.0001234,1758000000,3.4,0.0001552,1758000000,,,,2.7,0.0004984,1758000000,3.4,0.0006276,1758000000,,,,2.7,0.0001476,1758000000,3.4,0.0001859,1758000000,,,,2.7,0.0001756,1758000000,3.4,0.0002184,1758000000,,,,2.7,0.0003819,1758000000,3.4,0.0005526,1758000000,,,,2.7,0.0004594,1758000000,3.4,0.0006029,1758000000,,,,2.7,0.0002146,1758000000,3.4,0.0002689,1758000000,,,,2.7,0.0005856,1758000000,3.4,0.000737,1758000000,,,,2.7,0.0002104,1758000000,3.4,0.000265,1758000000
,,,2.6,1.224e-05,1758000000,3.2,0.0003279,1758000000,,,,2.6,0.0001188,1758000000,3.2,0.0001461,1758000000,,,,2.6,0.00048,1758000000,3.2,0.0005907,1758000000,,,,2.6,0.0001422,1758000000,3.2,0.0001749,1758000000,,,,2.6,0.0001692,1758000000,3.2,0.0002056,1758000000,,,,2.6,0.0003644,1758000000,3.2,0.0005188,1758000000,,,,2.6,0.0004384,1758000000,3.2,0.0005679,1758000000,,,,2.6,0.0002067,1758000000,3.2,0.0002532,1758000000,,,,2.6,0.000564,1758000000,3.2,0.0006937,1758000000,,,,2.6,0.0002026,1758000000,3.2,0.0002494,1758000000
,,,2.5,1.09e-05,1758000000,3,0.0003062,1758000000,,,,2.5,0.0001143,1758000000,3,0.0001371,1758000000,,,,2.5,0.0004616,1758000000,3,0.0005538,1758000000,,,,2.5,0.0001367,1758000000,3,0.000164,1758000000,,,,2.5,0.0001626,1758000000,3,0.0001929,1758000000,,,,2.5,0.0003498,1758000000,3,0.0004853,1758000000,,,,2.5,0.0004236,1758000000,3,0.0005329,1758000000,,,,2.5,0.0001986,1758000000,3,0.0002371,1758000000,,,,2.5,0.0005423,1758000000,3,0.0006503,1758000000,,,,2.5,0.0001948,1758000000,3,0.0002338,1758000000
,,,2.4,9.252e-06,1758000000,2.8,0.0002842,1758000000,,,,2.4,0.0001097,1758000000,2.8,0.000128,1758000000,,,,2.4,0.0004431,1758000000,2.8,0.0005169,1758000000,,,,2.4,0.0001312,1758000000,2.8,0.0001531,1758000000,,,,2.4,0.0001563,1758000000,2.8,0.0001802,1758000000,,,,2.4,0.0003338,1758000000,2.8,0.0004528,1758000000,,,,2.4,0.0004166,1758000000,2.8,0.0004984,1758000000,,,,2.4,0.0001906,1758000000,2.8,0.0002215,1758000000,,,,2.4,0.0005205,1758000000,2.8,0.0006072,1758000000,,,,2.4,0.000187,1758000000,2.8,0.0002183,1758000000
,,,2.3,8.166e-06,1758000000,2.6,0.0002635,1758000000,,,,2.3,0.0001052,1758000000,2.6,0.0001189,1758000000,,,,2.3,0.0004247,1758000000,2.6,0.0004801,1758000000,,,,2.3,0.0001258,1758000000,2.6,0.0001422,1758000000,,,,2.3,0.0001496,1758000000,2.6,0.0001674,1758000000,,,,2.3,0.0003184,1758000000,2.6,0.000419,1758000000,,,,2.3,0.0003949,1758000000,2.6,0.0004627,1758000000,,,,2.3,0.0001826,1758000000,2.6,0.0002055,1758000000,,,,2.3,0.0004989,1758000000,2.6,0.0005639,1758000000,,,,2.3,0.0001793,1758000000,2.6,0.0002027,1758000000
,,,2.2,6.958e-06,1758000000,2.4,0.0002432,1758000000,,,,2.2,0.0001007,1758000000,2.4,0.0001098,1758000000,,,,2.2,0.0004062,1758000000,2.4,0.0004431,1758000000,,,,2.2,0.0001203,1758000000,2.4,0.0001312,1758000000,,,,2.2,0.0001433,1758000000,2.4,0.0001546,1758000000,,,,2.2,0.0003016,1758000000,2.4,0.0003852,1758000000,,,,2.2,0.0003774,1758000000,2.4,0.0004278,1758000000,,,,2.2,0.0001746,1758000000,2.4,0.0001898,1758000000,,,,2.2,0.0004773,1758000000,2.4,0.0005206,1758000000,,,,2.2,0.0001715,1758000000,2.4,0.0001871,1758000000
,,,2.1,5.945e-06,1758000000,2.2,0.0002226,1758000000,,,,2.1,9.611e-05,1758000000,2.2,0.0001006,1758000000,,,,2.1,0.0003878,1758000000,2.2,0.0004062,1758000000,,,,2.1,0.0001148,1758000000,2.2,0.0001203,1758000000,,,,2.1,0.0001369,1758000000,2.2,0.0001418,1758000000,,,,2.1,0.000286,1758000000,2.2,0.0003534,1758000000,,,,2.1,0.0003613,1758000000,2.2,0.0003918,1758000000,,,,2.1,0.0001668,1758000000,2.2,0.000174,1758000000,,,,2.1,0.0004556,1758000000,2.2,0.0004774,1758000000,,,,2.1,0.0001637,1758000000,2.2,0.0001715,1758000000
,,,2,5.545e-06,1758000000,2,0.0002011,1758000000,,,,2,9.151e-05,1758000000,2,9.149e-05,1758000000,,,,2,0.000369,1758000000,2,0.000369,1758000000,,,,2,0.0001093,1758000000,2,0.0001093,1758000000,,,,2,0.0001303,1758000000,2,0.0001287,1758000000,,,,2,0.0002701,1758000000,2,0.0003216,1758000000,,,,2,0.0003401,1758000000,2,0.0003566,1758000000,,,,2,0.0001587,1758000000,2,0.0001579,1758000000,,,,2,0.0004336,1758000000,2,0.0004336,1758000000,,,,2,0.0001558,1758000000,2,0.0001558,1758000000
,,,1.9,4.536e-06,1758000000,1.8,0.0001808,1758000000,,,,1.9,8.692e-05,1758000000,1.8,8.238e-05,1758000000,,,,1.9,0.0003506,1758000000,1.8,0.0003321,1758000000,,,,1.9,0.0001038,1758000000,1.8,9.838e-05,1758000000,,,,1.9,0.0001236,1758000000,1.8,0.0001161,1758000000,,,,1.9,0.000254,1758000000,1.8,0.0002884,1758000000,,,,1.9,0.0003229,1758000000,1.8,0.0003206,1758000000,,,,1.9,0.0001508,1758000000,1.8,0.0001423,1758000000,,,,1.9,0.000412,1758000000,1.8,0.0003903,1758000000,,,,1.9,0.000148,1758000000,1.8,0.0001402,1758000000
,,,1.8,4.286e-06,1758000000,1.6,0.0001601,1758000000,,,,1.8,8.234e-05,1758000000,1.6,7.326e-05,1758000000,,,,1.8,0.0003321,1758000000,1.6,0.0002953,1758000000,,,,1.8,9.838e-05,1758000000,1.6,8.744e-05,1758000000,,,,1.8,0.0001172,1758000000,1.6,0.0001033,1758000000,,,,1.8,0.0002401,1758000000,1.6,0.0002558,1758000000,,,,1.8,0.0003068,1758000000,1.6,0.000285,1758000000,,,,1.8,0.000143,1758000000,1.6,0.0001265,1758000000,,,,1.8,0.0003903,1758000000,1.6,0.0003469,1758000000,,,,1.8,0.0001402,1758000000,1.6,0.0001247,1758000000
,,,1.7,3.749e-06,1758000000,1.4,0.0001398,1758000000,,,,1.7,7.781e-05,1758000000,1.4,6.408e-05,1758000000,,,,1.7,0.0003137,1758000000,1.4,0.0002584,1758000000,,,,1.7,9.291e-05,1758000000,1.4,7.652e-05,1758000000,,,,1.7,0.0001107,1758000000,1.4,9.055e-05,1758000000,,,,1.7,0.000225,1758000000,1.4,0.0002233,1758000000,,,,1.7,0.0002825,1758000000,1.4,0.00025,1758000000,,,,1.7,0.0001351,1758000000,1.4,0.0001107,1758000000,,,,1.7,0.0003687,1758000000,1.4,0.0003036,1758000000,,,,1.7,0.0001324,1758000000,1.4,0.0001091,1758000000
,,,1.6,3.411e-06,1758000000,1.2,0.0001194,1758000000,,,,1.6,7.325e-05,1758000000,1.2,5.497e-05,1758000000,,,,1.6,0.0002952,1758000000,1.2,0.0002215,1758000000,,,,1.6,8.744e-05,1758000000,1.2,6.559e-05,1758000000,,,,1.6,0.0001045,1758000000,1.2,7.768e-05,1758000000,,,,1.6,0.0002095,1758000000,1.2,0.0001915,1758000000,,,,1.6,0.0002655,1758000000,1.2,0.0002146,1758000000,,,,1.6,0.000127,1758000000,1.2,9.488e-05,1758000000,,,,1.6,0.000347,1758000000,1.2,0.0002602,1758000000,,,,1.6,0.0001246,1758000000,1.2,9.351e-05,1758000000
,,,1.5,2.698e-06,1758000000,1,9.953e-05,1758000000,,,,1.5,6.867e-05,1758000000,1,4.582e-05,1758000000,,,,1.5,0.0002768,1758000000,1,0.0001846,1758000000,,,,1.5,8.198e-05,1758000000,1,5.467e-05,1758000000,,,,1.5,9.779e-05,1758000000,1,6.482e-05,1758000000,,,,1.5,0.0001953,1758000000,1,0.0001589,1758000000,,,,1.5,0.0002555,1758000000,1,0.0001786,1758000000,,,,1.5,0.000119,1758000000,1,7.916e-05,1758000000,,,,1.5,0.0003254,1758000000,1,0.0002169,1758000000,,,,1.5,0.0001169,1758000000,1,7.793e-05,1758000000
,,,1.4,2.329e-06,1758000000,0.8,7.928e-05,1758000000,,,,1.4,6.411e-05,1758000000,0.8,3.665e-05,1758000000,,,,1.4,0.0002583,1758000000,0.8,0.0001477,1758000000,,,,1.4,7.652e-05,1758000000,0.8,4.373e-05,1758000000,,,,1.4,9.14e-05,1758000000,0.8,5.192e-05,1758000000,,,,1.4,0.0001805,1758000000,0.8,0.0001275,1758000000,,,,1.4,0.0002337,1758000000,0.8,0.0001431,1758000000,,,,1.4,0.0001112,1758000000,0.8,6.339e-05,1758000000,,,,1.4,0.0003037,1758000000,0.8,0.0001735,1758000000,,,,1.4,0.0001091,1758000000,0.8,6.235e-05,1758000000
,,,1.3,1.961e-06,1758000000,0.6,5.94e-05,1758000000,,,,1.3,5.953e-05,1758000000,0.6,2.75e-05,1758000000,,,,1.3,0.0002399,1758000000,0.6,0.0001108,1758000000,,,,1.3,7.105e-05,1758000000,0.6,3.281e-05,1758000000,,,,1.3,8.504e-05,1758000000,0.6,3.898e-05,1758000000,,,,1.3,0.0001654,1758000000,0.6,9.57e-05,1758000000,,,,1.3,0.0002148,1758000000,0.6,0.0001074,1758000000,,,,1.3,0.0001033,1758000000,0.6,4.751e-05,1758000000,,,,1.3,0.000282,1758000000,0.6,0.0001302,1758000000,,,,1.3,0.0001013,1758000000,0.6,4.676e-05,1758000000
,,,1.2,1.665e-06,1758000000,0.4,3.961e-05,1758000000,,,,1.2,5.495e-05,1758000000,0.4,1.833e-05,1758000000,,,,1.2,0.0002214,1758000000,0.4,7.386e-05,1758000000,,,,1.2,6.559e-05,1758000000,0.4,2.188e-05,1758000000,,,,1.2,7.848e-05,1758000000,0.4,2.6e-05,1758000000,,,,1.2,0.0001521,1758000000,0.4,6.384e-05,1758000000,,,,1.2,0.0002024,1758000000,0.4,7.173e-05,1758000000,,,,1.2,9.517e-05,1758000000,0.4,3.172e-05,1758000000,,,,1.2,0.0002603,1758000000,0.4,8.681e-05,1758000000,,,,1.2,9.349e-05,1758000000,0.4,3.118e-05,1758000000
,,,1.1,1.436e-06,1758000000,0.2,1.986e-05,1758000000,,,,1.1,5.036e-05,1758000000,0.2,9.174e-06,1758000000,,,,1.1,0.000203,1758000000,0.2,3.694e-05,1758000000,,,,1.1,6.012e-05,1758000000,0.2,1.094e-05,1758000000,,,,1.1,7.201e-05,1758000000,0.2,1.301e-05,1758000000,,,,1.1,0.0001376,1758000000,0.2,3.188e-05,1758000000,,,,1.1,0.000186,1758000000,0.2,3.595e-05,1758000000,,,,1.1,8.725e-05,1758000000,0.2,1.587e-05,1758000000,,,,1.1,0.0002386,1758000000,0.2,4.343e-05,1758000000,,,,1.1,8.571e-05,1758000000,0.2,1.559e-05,1758000000
,,,1,1.109e-06,1758000000,-0,1.719e-08,1758000000,,,,1,4.58e-05,1758000000,-0,7.779e-09,1758000000,,,,1,0.0001845,1758000000,-0,3.237e-08,1758000000,,,,1,5.466e-05,1758000000,-0,9.353e-09,1758000000,,,,1,6.554e-05,1758000000,-0,9.974e-09,1758000000,,,,1,0.0001236,1758000000,-0,2.792e-08,1758000000,,,,1,0.0001693,1758000000,-0,3.02e-08,1758000000,,,,1,7.942e-05,1758000000,-0,1.338e-08,1758000000,,,,1,0.0002169,1758000000,-0,3.705e-08,1758000000,,,,1,7.792e-05,1758000000,-0,1.324e-08,1758000000
,,,0.9,8.084e-07,1758000000,-0.2,-1.99e-05,1758000000,,,,0.9,4.124e-05,1758000000,-0.2,-9.167e-06,1758000000,,,,0.9,0.0001661,1758000000,-0.2,-3.69e-05,1758000000,,,,0.9,4.92e-05,1758000000,-0.2,-1.093e-05,1758000000,,,,0.9,5.892e-05,1758000000,-0.2,-1.302e-05,1758000000,,,,0.9,0.0001103,1758000000,-0.2,-3.185e-05,1758000000,,,,0.9,0.0001504,1758000000,-0.2,-3.618e-05,1758000000,,,,0.9,7.15e-05,1758000000,-0.2,-1.589e-05,1758000000,,,,0.9,0.0001953,1758000000,-0.2,-4.339e-05,1758000000,,,,0.9,7.013e-05,1758000000,-0.2,-1.558e-05,1758000000
,,,0.8,6.16e-07,1758000000,-0.4,-4e-05,1758000000,,,,0.8,3.668e-05,1758000000,-0.4,-1.834e-05,1758000000,,,,0.8,0.0001476,1758000000,-0.4,-7.382e-05,1758000000,,,,0.8,4.373e-05,1758000000,-0.4,-2.186e-05,1758000000,,,,0.8,5.234e-05,1758000000,-0.4,-2.61e-05,1758000000,,,,0.8,9.702e-05,1758000000,-0.4,-6.377e-05,1758000000,,,,0.8,0.0001321,1758000000,-0.4,-7.267e-05,1758000000,,,,0.8,6.357e-05,1758000000,-0.4,-3.182e-05,1758000000,,,,0.8,0.0001736,1758000000,-0.4,-8.682e-05,1758000000,,,,0.8,6.233e-05,1758000000,-0.4,-3.116e-05,1758000000
,,,0.7,5.484e-07,1758000000,-0.6,-6.024e-05,1758000000,,,,0.7,3.209e-05,1758000000,-0.6,-2.752e-05,1758000000,,,,0.7,0.0001292,1758000000,-0.6,-0.0001107,1758000000,,,,0.7,3.827e-05,1758000000,-0.6,-3.28e-05,1758000000,,,,0.7,4.589e-05,1758000000,-0.6,-3.915e-05,1758000000,,,,0.7,8.378e-05,1758000000,-0.6,-9.595e-05,1758000000,,,,0.7,0.0001163,1758000000,-0.6,-0.0001096,1758000000,,,,0.7,5.56e-05,1758000000,-0.6,-4.779e-05,1758000000,,,,0.7,0.0001519,1758000000,-0.6,-0.0001303,1758000000,,,,0.7,5.454e-05,1758000000,-0.6,-4.674e-05,1758000000
,,,0.6,3.766e-07,1758000000,-0.8,-8.065e-05,1758000000,,,,0.6,2.75e-05,1758000000,-0.8,-3.67e-05,1758000000,,,,0.6,0.0001107,1758000000,-0.8,-0.0001477,1758000000,,,,0.6,3.281e-05,1758000000,-0.8,-4.373e-05,1758000000,,,,0.6,3.933e-05,1758000000,-0.8,-5.227e-05,1758000000,,,,0.6,7.063e-05,1758000000,-0.8,-0.0001282,1758000000,,,,0.6,9.857e-05,1758000000,-0.8,-0.0001462,1758000000,,,,0.6,4.77e-05,1758000000,-0.8,-6.377e-05,1758000000,,,,0.6,0.0001302,1758000000,-0.8,-0.0001737,1758000000,,,,0.6,4.676e-05,1758000000,-0.8,-6.232e-05,1758000000
,,,0.5,3.133e-07,1758000000,-1,-0.000101,1758000000,,,,0.5,2.291e-05,1758000000,-1,-4.589e-05,1758000000,,,,0.5,9.231e-05,1758000000,-1,-0.0001846,1758000000,,,,0.5,2.734e-05,1758000000,-1,-5.468e-05,1758000000,,,,0.5,3.284e-05,1758000000,-1,-6.54e-05,1758000000,,,,0.5,5.816e-05,1758000000,-1,-0.0001605,1758000000,,,,0.5,8.179e-05,1758000000,-1,-0.0001837,1758000000,,,,0.5,3.974e-05,1758000000,-1,-7.984e-05,1758000000,,,,0.5,0.0001085,1758000000,-1,-0.0002171,1758000000,,,,0.5,3.897e-05,1758000000,-1,-7.79e-05,1758000000
,,,0.4,2.24e-07,1758000000,-1.2,-0.0001218,1758000000,,,,0.4,1.833e-05,1758000000,-1.2,-5.51e-05,1758000000,,,,0.4,7.385e-05,1758000000,-1.2,-0.0002215,1758000000,,,,0.4,2.187e-05,1758000000,-1.2,-6.561e-05,1758000000,,,,0.4,2.629e-05,1758000000,-1.2,-7.856e-05,1758000000,,,,0.4,4.601e-05,1758000000,-1.2,-0.0001926,1758000000,,,,0.4,6.553e-05,1758000000,-1.2,-0.0002212,1758000000,,,,0.4,3.18e-05,1758000000,-1.2,-9.591e-05,1758000000,,,,0.4,8.684e-05,1758000000,-1.2,-0.0002606,1758000000,,,,0.4,3.118e-05,1758000000,-1.2,-9.348e-05,1758000000
,,,0.3,1.54e-07,1758000000,-1.4,-0.0001423,1758000000,,,,0.3,1.375e-05,1758000000,-1.4,-6.429e-05,1758000000,,,,0.3,5.54e-05,1758000000,-1.4,-0.0002584,1758000000,,,,0.3,1.641e-05,1758000000,-1.4,-7.655e-05,1758000000,,,,0.3,1.967e-05,1758000000,-1.4,-9.182e-05,1758000000,,,,0.3,3.418e-05,1758000000,-1.4,-0.0002256,1758000000,,,,0.3,4.985e-05,1758000000,-1.4,-0.0002591,1758000000,,,,0.3,2.387e-05,1758000000,-1.4,-0.0001119,1758000000,,,,0.3,6.514e-05,1758000000,-1.4,-0.0003041,1758000000,,,,0.3,2.339e-05,1758000000,-1.4,-0.0001091,1758000000
,,,0.2,9.576e-08,1758000000,-1.6,-0.0001631,1758000000,,,,0.2,9.176e-06,1758000000,-1.6,-7.346e-05,1758000000,,,,0.2,3.694e-05,1758000000,-1.6,-0.0002953,1758000000,,,,0.2,1.094e-05,1758000000,-1.6,-8.749e-05,1758000000,,,,0.2,1.312e-05,1758000000,-1.6,-0.000105,1758000000,,,,0.2,2.25e-05,1758000000,-1.6,-0.0002582,1758000000,,,,0.2,3.357e-05,1758000000,-1.6,-0.0002964,1758000000,,,,0.2,1.593e-05,1758000000,-1.6,-0.000128,1758000000,,,,0.2,4.345e-05,1758000000,-1.6,-0.0003475,1758000000,,,,0.2,1.56e-05,1758000000,-1.6,-0.0001246,1758000000
,,,0.1,4.517e-08,1758000000,-1.8,-0.0001844,1758000000,,,,0.1,4.59e-06,1758000000,-1.8,-8.264e-05,1758000000,,,,0.1,1.849e-05,1758000000,-1.8,-0.0003322,1758000000,,,,0.1,5.478e-06,1758000000,-1.8,-9.843e-05,1758000000,,,,0.1,6.576e-06,1758000000,-1.8,-0.0001183,1758000000,,,,0.1,1.108e-05,1758000000,-1.8,-0.0002912,1758000000,,,,0.1,1.693e-05,1758000000,-1.8,-0.0003346,1758000000,,,,0.1,7.974e-06,1758000000,-1.8,-0.0001441,1758000000,,,,0.1,2.174e-05,1758000000,-1.8,-0.000391,1758000000,,,,0.1,7.807e-06,1758000000,-1.8,-0.0001402,1758000000
,,,-0,1.766e-10,1758000000,-2,-0.0002047,1758000000,,,,-0,7.823e-09,1758000000,-2,-9.186e-05,1758000000,,,,-0,3.173e-08,1758000000,-2,-0.0003692,1758000000,,,,-0,9.338e-09,1758000000,-2,-0.0001094,1758000000,,,,-0,9.876e-09,1758000000,-2,-0.0001316,1758000000,,,,-0,2.023e-08,1758000000,-2,-0.0003242,1758000000,,,,-0,2.849e-08,1758000000,-2,-0.0003731,1758000000,,,,-0,1.331e-08,1758000000,-2,-0.0001603,1758000000,,,,-0,3.675e-08,1758000000,-2,-0.0004345,1758000000,,,,-0,1.324e-08,1758000000,-2,-0.0001558,1758000000
,,,-0.1,-9.135e-08,1758000000,-2.2,-0.0002257,1758000000,,,,-0.1,-4.584e-06,1758000000,-2.2,-0.0001011,1758000000,,,,-0.1,-1.844e-05,1758000000,-2.2,-0.000406,1758000000,,,,-0.1,-5.465e-06,1758000000,-2.2,-0.0001203,1758000000,,,,-0.1,-6.572e-06,1758000000,-2.2,-0.0001448,1758000000,,,,-0.1,-1.101e-05,1758000000,-2.2,-0.0003578,1758000000,,,,-0.1,-1.729e-05,1758000000,-2.2,-0.000412,1758000000,,,,-0.1,-7.962e-06,1758000000,-2.2,-0.0001762,1758000000,,,,-0.1,-2.17e-05,1758000000,-2.2,-0.0004779,1758000000,,,,-0.1,-7.79e-06,1758000000,-2.2,-0.0001713,1758000000
,,,-0.2,-2.534e-07,1758000000,-2.4,-0.0002461,1758000000,,,,-0.2,-9.172e-06,1758000000,-2.4,-0.0001103,1758000000,,,,-0.2,-3.69e-05,1758000000,-2.4,-0.0004429,1758000000,,,,-0.2,-1.093e-05,1758000000,-2.4,-0.0001312,1758000000,,,,-0.2,-1.316e-05,1758000000,-2.4,-0.0001581,1758000000,,,,-0.2,-2.212e-05,1758000000,-2.4,-0.0003912,1758000000,,,,-0.2,-3.432e-05,1758000000,-2.4,-0.0004511,1758000000,,,,-0.2,-1.593e-05,1758000000,-2.4,-0.0001924,1758000000,,,,-0.2,-4.342e-05,1758000000,-2.4,-0.0005215,1758000000,,,,-0.2,-1.558e-05,1758000000,-2.4,-0.0001869,1758000000
